Date,Name,Training,Status
20/08/2022,Myrtle Hoffman,Information governance,Completed
21/02/2022,Kayden Orozco,Mouth care,Complete
01/04/2022,Kayden Orozco,Hand hygiene,Incomplete
21/07/2022,Kyla Sparks,Hand hygiene,Completed
15/02/2022,Kyla Sparks,Information governance,Unknown
31/05/2022,Kyla Sparks,Information governance,Incomplete
21/03/2022,Kayden Orozco,Information governance,Completed
27/02/2022,Kaci Braun,Mouth care,Incomplete
27/05/2022,Kaci Braun,Hand hygiene,Complete
18/08/2022,Myrtle Hoffman,Information governance,Incomplete
19/07/2022,Myrtle Hoffman,Mouth care,Completed
17/01/2022,Bill Cantu,Mouth care,Incomplete
26/08/2022,Kaci Braun,Information governance,Complete
09/08/2022,Elina Keller,Information governance,Unknown
16/03/2022,Vinnie Krueger,Hand hygiene,Completed
30/03/2022,Kaci Braun,Mouth care,Complete
26/02/2022,Kayden Orozco,Information governance,Incomplete
11/03/2022,Bill Cantu,Mouth care,Complete
04/06/2022,Vinnie Krueger,Hand hygiene,Unknown
18/06/2022,Kendrick Gill,IV care,Incomplete
05/05/2022,Shantelle Whiteley,Information governance,Unknown
03/08/2022,Shantelle Whiteley,Mouth care,Incomplete
13/06/2022,Shantelle Whiteley,Mouth care,Incomplete
02/01/2022,Kayden Orozco,Mouth care,Unknown
26/04/2022,Kendrick Gill,Mouth care,Completed
15/02/2022,Kyla Sparks,Hand hygiene,Incomplete
18/02/2022,Kaci Braun,Hand hygiene,Completed
08/04/2022,Bill Cantu,Hand hygiene,Complete
26/03/2022,Kayden Orozco,Mouth care,Incomplete
20/02/2022,Kendrick Gill,IV care,Incomplete
19/08/2022,Shantelle Whiteley,IV care,Incomplete
07/05/2022,Tadhg Faulkner,Mouth care,Incomplete
21/06/2022,Shantelle Whiteley,Hand hygiene,Complete
21/06/2022,Kyla Sparks,Mouth care,Complete
03/07/2022,Kyla Sparks,IV care,Completed
04/05/2022,Vinnie Krueger,Hand hygiene,Unknown
04/05/2022,Myrtle Hoffman,IV care,Completed
02/03/2022,Kendrick Gill,Information governance,Unknown
29/04/2022,Kyla Sparks,Information governance,Complete
21/08/2022,Kayden Orozco,Information governance,Unknown
18/06/2022,Vinnie Krueger,Information governance,Unknown
21/02/2022,Kyla Sparks,Hand hygiene,Complete
24/02/2022,Shantelle Whiteley,IV care,Unknown
06/08/2022,Vinnie Krueger,IV care,Unknown
29/07/2022,Tadhg Faulkner,Information governance,Unknown
12/08/2022,Kayden Orozco,Hand hygiene,Complete
29/06/2022,Shantelle Whiteley,Mouth care,Complete
20/01/2022,Vinnie Krueger,Mouth care,Unknown
08/03/2022,Tadhg Faulkner,Mouth care,Completed
02/07/2022,Shantelle Whiteley,Hand hygiene,Complete
03/01/2022,Kyla Sparks,IV care,Completed
31/08/2022,Vinnie Krueger,Information governance,Incomplete
20/06/2022,Shantelle Whiteley,Information governance,Completed
03/08/2022,Lynda Howells,Information governance,Unknown
12/08/2022,Tadhg Faulkner,Hand hygiene,Complete
28/02/2022,Bill Cantu,Hand hygiene,Unknown
30/08/2022,Kayden Orozco,IV care,Incomplete
30/07/2022,Kendrick Gill,Information governance,Unknown
05/08/2022,Kaci Braun,IV care,Completed
11/04/2022,Vinnie Krueger,IV care,Complete
14/02/2022,Isha Lam,IV care,Completed
19/07/2022,Vinnie Krueger,Hand hygiene,Completed
08/03/2022,Elina Keller,Mouth care,Completed
03/06/2022,Elina Keller,Mouth care,Incomplete
23/03/2022,Myrtle Hoffman,IV care,Unknown
24/08/2022,Tadhg Faulkner,Information governance,Complete
05/07/2022,Bill Cantu,IV care,Incomplete
09/04/2022,Kayden Orozco,IV care,Complete
13/06/2022,Tadhg Faulkner,IV care,Unknown
21/02/2022,Shantelle Whiteley,Information governance,Unknown
06/04/2022,Elina Keller,Mouth care,Unknown
06/04/2022,Lynda Howells,Hand hygiene,Completed
29/05/2022,Shantelle Whiteley,Hand hygiene,Incomplete
07/06/2022,Tadhg Faulkner,Hand hygiene,Completed
26/05/2022,Kendrick Gill,Hand hygiene,Completed
25/05/2022,Kaci Braun,IV care,Complete
22/04/2022,Elina Keller,Mouth care,Complete
04/07/2022,Lynda Howells,IV care,Completed
07/05/2022,Vinnie Krueger,Hand hygiene,Complete
13/04/2022,Bill Cantu,IV care,Incomplete
28/02/2022,Kayden Orozco,Hand hygiene,Complete
20/08/2022,Myrtle Hoffman,Information governance,Complete
19/03/2022,Elina Keller,IV care,Unknown
19/05/2022,Vinnie Krueger,IV care,Complete
16/03/2022,Elina Keller,IV care,Unknown
04/03/2022,Lynda Howells,Information governance,Complete
07/05/2022,Kyla Sparks,IV care,Incomplete
21/01/2022,Elina Keller,IV care,Completed
22/04/2022,Myrtle Hoffman,Mouth care,Complete
04/03/2022,Lynda Howells,Information governance,Complete
19/07/2022,Myrtle Hoffman,Information governance,Completed
27/01/2022,Shantelle Whiteley,IV care,Unknown
23/08/2022,Myrtle Hoffman,Information governance,Complete
17/04/2022,Tadhg Faulkner,IV care,Unknown
17/01/2022,Shantelle Whiteley,Hand hygiene,Unknown
17/03/2022,Isha Lam,Hand hygiene,Complete
11/04/2022,Myrtle Hoffman,Hand hygiene,Completed
27/08/2022,Myrtle Hoffman,Information governance,Complete
17/08/2022,Kendrick Gill,Hand hygiene,Completed
15/04/2022,Myrtle Hoffman,Information governance,Incomplete
28/02/2022,Shantelle Whiteley,Hand hygiene,Completed
28/01/2022,Isha Lam,Hand hygiene,Completed
19/01/2022,Tadhg Faulkner,Mouth care,Complete
22/05/2022,Kayden Orozco,Mouth care,Unknown
11/05/2022,Myrtle Hoffman,Information governance,Complete
21/03/2022,Kayden Orozco,IV care,Complete
07/01/2022,Isha Lam,Mouth care,Complete
30/07/2022,Elina Keller,IV care,Completed
20/02/2022,Kendrick Gill,IV care,Completed
14/02/2022,Isha Lam,Information governance,Unknown
09/05/2022,Kendrick Gill,Mouth care,Completed
22/06/2022,Kayden Orozco,IV care,Incomplete
07/03/2022,Kaci Braun,Information governance,Completed
05/03/2022,Bill Cantu,Hand hygiene,Incomplete
03/01/2022,Tadhg Faulkner,Hand hygiene,Incomplete
03/02/2022,Kyla Sparks,Information governance,Incomplete
26/02/2022,Tadhg Faulkner,Information governance,Completed
20/04/2022,Isha Lam,Mouth care,Completed
08/04/2022,Kaci Braun,IV care,Complete
09/06/2022,Isha Lam,Information governance,Incomplete
09/02/2022,Tadhg Faulkner,Information governance,Completed
31/05/2022,Shantelle Whiteley,Hand hygiene,Completed
06/04/2022,Isha Lam,IV care,Incomplete
01/04/2022,Tadhg Faulkner,Mouth care,Completed
08/05/2022,Tadhg Faulkner,Information governance,Incomplete
19/08/2022,Elina Keller,Mouth care,Unknown
03/04/2022,Bill Cantu,Mouth care,Incomplete
22/07/2022,Kaci Braun,IV care,Unknown
30/01/2022,Kaci Braun,IV care,Complete
30/04/2022,Isha Lam,Mouth care,Incomplete
02/02/2022,Kaci Braun,IV care,Complete
03/06/2022,Kyla Sparks,IV care,Unknown
01/07/2022,Kayden Orozco,IV care,Completed
02/01/2022,Kaci Braun,Hand hygiene,Incomplete
18/03/2022,Myrtle Hoffman,Hand hygiene,Incomplete
02/08/2022,Tadhg Faulkner,Hand hygiene,Complete
29/04/2022,Elina Keller,IV care,Unknown
27/05/2022,Kendrick Gill,Information governance,Completed
24/07/2022,Elina Keller,Information governance,Complete
16/05/2022,Kyla Sparks,IV care,Unknown
05/03/2022,Bill Cantu,Information governance,Incomplete
26/01/2022,Isha Lam,Hand hygiene,Incomplete
30/03/2022,Kyla Sparks,Information governance,Unknown
02/08/2022,Tadhg Faulkner,Information governance,Complete
05/04/2022,Elina Keller,Mouth care,Unknown
01/09/2022,Bill Cantu,Hand hygiene,Complete
31/07/2022,Tadhg Faulkner,Hand hygiene,Completed
18/05/2022,Tadhg Faulkner,Information governance,Completed
02/06/2022,Elina Keller,Mouth care,Completed
03/06/2022,Shantelle Whiteley,IV care,Incomplete
17/05/2022,Tadhg Faulkner,IV care,Completed
23/04/2022,Myrtle Hoffman,IV care,Incomplete
07/07/2022,Tadhg Faulkner,Hand hygiene,Completed
24/04/2022,Kayden Orozco,Hand hygiene,Completed
11/04/2022,Bill Cantu,IV care,Complete
26/04/2022,Kyla Sparks,Mouth care,Unknown
14/01/2022,Kendrick Gill,Information governance,Completed
04/02/2022,Kayden Orozco,Hand hygiene,Complete
23/05/2022,Kyla Sparks,Information governance,Complete
08/04/2022,Isha Lam,IV care,Unknown
03/06/2022,Kendrick Gill,IV care,Unknown
31/03/2022,Tadhg Faulkner,Information governance,Unknown
30/01/2022,Kyla Sparks,IV care,Unknown
03/03/2022,Kaci Braun,IV care,Complete
18/05/2022,Myrtle Hoffman,Hand hygiene,Complete
14/08/2022,Vinnie Krueger,Information governance,Incomplete
21/02/2022,Kaci Braun,Information governance,Unknown
15/08/2022,Vinnie Krueger,Mouth care,Incomplete
17/01/2022,Kendrick Gill,IV care,Complete
24/06/2022,Shantelle Whiteley,Information governance,Incomplete
06/02/2022,Bill Cantu,Information governance,Complete
13/03/2022,Elina Keller,Information governance,Unknown
12/07/2022,Elina Keller,Information governance,Unknown
12/03/2022,Myrtle Hoffman,Hand hygiene,Completed
28/07/2022,Kyla Sparks,Information governance,Completed
05/04/2022,Kayden Orozco,IV care,Unknown
13/02/2022,Lynda Howells,Mouth care,Completed
15/08/2022,Bill Cantu,Hand hygiene,Completed
22/07/2022,Elina Keller,Hand hygiene,Complete
29/06/2022,Vinnie Krueger,Mouth care,Completed
24/04/2022,Lynda Howells,Information governance,Complete
18/04/2022,Isha Lam,Information governance,Incomplete
08/07/2022,Bill Cantu,Information governance,Unknown
31/05/2022,Lynda Howells,Mouth care,Incomplete
17/04/2022,Isha Lam,IV care,Complete
14/08/2022,Kayden Orozco,Mouth care,Unknown
16/07/2022,Kaci Braun,IV care,Complete
27/06/2022,Shantelle Whiteley,IV care,Incomplete
25/08/2022,Elina Keller,Mouth care,Incomplete
01/05/2022,Kendrick Gill,Hand hygiene,Completed
01/08/2022,Myrtle Hoffman,IV care,Completed
03/05/2022,Tadhg Faulkner,Mouth care,Incomplete
14/03/2022,Bill Cantu,IV care,Complete
06/04/2022,Bill Cantu,Information governance,Incomplete
29/07/2022,Kyla Sparks,IV care,Completed
15/05/2022,Bill Cantu,Mouth care,Complete
28/08/2022,Shantelle Whiteley,Information governance,Incomplete
25/08/2022,Isha Lam,IV care,Incomplete
28/04/2022,Kayden Orozco,IV care,Incomplete
27/02/2022,Lynda Howells,Information governance,Incomplete
22/04/2022,Kyla Sparks,Hand hygiene,Incomplete
08/05/2022,Tadhg Faulkner,Hand hygiene,Unknown
16/02/2022,Lynda Howells,IV care,Incomplete
01/01/2022,Kaci Braun,IV care,Unknown
05/08/2022,Kyla Sparks,IV care,Complete
26/08/2022,Elina Keller,Mouth care,Incomplete
07/03/2022,Kyla Sparks,Mouth care,Complete
06/03/2022,Isha Lam,IV care,Unknown
16/06/2022,Myrtle Hoffman,Information governance,Unknown
17/03/2022,Bill Cantu,Hand hygiene,Unknown
01/01/2022,Isha Lam,Information governance,Complete
05/07/2022,Bill Cantu,IV care,Unknown
21/03/2022,Kaci Braun,Information governance,Unknown
29/01/2022,Vinnie Krueger,Hand hygiene,Incomplete
22/04/2022,Kaci Braun,IV care,Complete
10/04/2022,Kyla Sparks,IV care,Incomplete
01/08/2022,Myrtle Hoffman,Mouth care,Unknown
